file_name,normalized_transcription
lesmis_1750,"Les lanternes agonisaient dans les miasmes. De temps en temps on emportait un égoutier évanoui. À de certains endroits, précipice."
lesmis_1751,"Le sol s'était effondré, le dallage avait croulé, l'égout s'était changé en puits perdu; on ne trouvait plus le solide;"
lesmis_1752,"un homme disparut brusquement; on eut grand'peine à le retirer. Par le conseil de Fourcroy, on allumait de distance en distance,"
lesmis_1753,"dans les endroits suffisamment assainis, de grandes cages pleines d'étoupe imbibée de résine. La muraille, par places,"
lesmis_1754,"était couverte de fongus difformes, et l'on eût dit des tumeurs, la pierre elle-même semblait malade dans ce milieu irrespirable."
lesmis_1755,"Bruneseau, dans son exploration, procéda d'amont en aval."
lesmis_1756,"Au point de partage des deux conduites d'eau du Grand-Hurleur, il déchiffra sur une pierre en saillie la date    cinquante;"
lesmis_1757,"cette pierre indiquait la limite où s'était arrêté Philibert Delorme, chargé par Henri II de visiter la voirie souterraine de Paris."
lesmis_1758,Cette pierre était la marque du seizième siècle à l'égout. Bruneseau retrouva la main-d'oeuvre du dix-septième dans le conduit du Ponceau
lesmis_1759,"et dans le conduit de la rue Vieille-du-Temple, voûtés entre 1600 et 1650,"
lesmis_1760,"et la main-d'oeuvre du dix-huitième dans la section ouest du canal collecteur, encaissée et voûtée en    quarante."
lesmis_1761,"Ces deux voûtes, surtout la moins ancienne, celle de 1740, étaient plus lézardées et plus décrépites que la maçonnerie de l'égout de ceinture,"
lesmis_1762,"laquelle datait de 1412, époque où le ruisseau d'eau vive de Ménilmontant fut élevé à la dignité de grand égout de Paris,"
lesmis_1763,avancement analogue à celui d'un paysan qui deviendrait premier valet de chambre du roi;
lesmis_1764,"quelque chose comme Gros-Jean transformé en Lebel. On crut reconnaître çà et là, notamment sous le Palais de justice,"
lesmis_1765,des alvéoles d'anciens cachots pratiqués dans l'égout même. _In pace_ hideux. Un carcan de fer pendait dans l'une de ces cellules.
lesmis_1766,On les mura toutes.
lesmis_1767,"Quelques trouvailles furent bizarres; entre autres le squelette d'un orang-outang disparu du Jardin des plantes en 1800,"
lesmis_1768,disparition probablement connexe à la fameuse et incontestable apparition du diable rue des Bernardins dans la dernière année du dix-huitième siècle.
lesmis_1769,Le pauvre diable avait fini par se noyer dans l'égout.
lesmis_1770,"Sous le long couloir cintré qui aboutit à l'Arche-Marion, une hotte de chiffonnier, parfaitement conservée, fit l'admiration des connaisseurs."
lesmis_1771,"Partout, la vase, que les égoutiers en étaient venus à manier intrépidement, abondait en objets précieux,"
lesmis_1772,"bijoux d'or et d'argent, pierreries, monnaies. Un géant qui eût filtré ce cloaque eût eu dans son tamis la richesse des siècles."
lesmis_1773,"Au point de partage des deux branchements de la rue du Temple et de la rue Sainte-Avoye, on ramassa une singulière médaille huguenote en cuivre,"
lesmis_1774,portant d'un côté un porc coiffé d'un chapeau de cardinal et de l'autre un loup la tiare en tête.
lesmis_1775,La rencontre la plus surprenante fut à l'entrée du Grand Égout.
lesmis_1776,Cette entrée avait été autrefois fermée par une grille dont il ne restait plus que les gonds.
lesmis_1777,"À l'un de ces gonds pendait une sorte de loque informe et souillée qui, sans doute arrêtée là au passage,"
lesmis_1778,y flottait dans l'ombre et achevait de s'y déchiqueter. Bruneseau approcha sa lanterne et examina ce lambeau.
lesmis_1779,"C'était de la batiste très fine,"
lesmis_1780,et l'on distinguait à l'un des coins moins rongé que le reste une couronne héraldique brodée au-dessus de ces sept lettres: LAVBESP.
lesmis_1781,La couronne était une couronne de marquis et les sept lettres signifiaient _Laubespine_.
lesmis_1782,"On reconnut que ce qu'on avait sous les yeux était un morceau du linceul de Marat. Marat, dans sa jeunesse, avait eu des amours."
lesmis_1783,C'était quand il faisait partie de la maison du comte d'Artois en qualité de médecin des écuries.
lesmis_1784,"De ces amours, historiquement constatés, avec une grande dame, il lui était resté ce drap de lit. Épave ou souvenir."
lesmis_1785,"À sa mort, comme c'était le seul linge un peu fin qu'il eût chez lui, on l'y avait enseveli."
lesmis_1786,"De vieilles femmes avaient emmailloté pour la tombe, dans ce lange où il y avait eu de la volupté, le tragique Ami du Peuple."
lesmis_1787,Bruneseau passa outre. On laissa cette guenille où elle était; on ne l'acheva pas. Fut-ce mépris ou respect?
lesmis_1788,"Marat méritait les deux. Et puis, la destinée y était assez empreinte pour qu'on hésitât à y toucher."
lesmis_1789,"D'ailleurs, il faut laisser aux choses du sépulcre la place qu'elles choisissent. En somme, la relique était étrange."
lesmis_1790,Une marquise y avait dormi; Marat y avait pourri; elle avait traversé le Panthéon pour aboutir aux rats d'égout.
lesmis_1791,"Ce chiffon d'alcôve, dont Watteau eût jadis joyeusement dessiné tous les plis, avait fini par être digne du regard fixe de Dante."
lesmis_1792,"La visite totale de la voirie immonditielle souterraine de Paris dura sept ans, de 1805 à 1812."
lesmis_1793,"Tout en cheminant, Bruneseau désignait, dirigeait et mettait à fin des travaux considérables; en 1808, il abaissait le radier du Ponceau,"
lesmis_1794,"et, créant partout des lignes nouvelles, il poussait l'égout, en 1809, sous la rue Saint-Denis jusqu'à la fontaine des Innocents;"
lesmis_1795,"en 1810, sous la rue Froidmanteau et sous la Salpêtrière, en 1811, sous la rue Neuve-des-Petits-Pères,"
lesmis_1796,"sous la rue du Mail, sous la rue de l'Écharpe, sous la place Royale,"
lesmis_1797,"en 1812, sous la rue de la Paix et sous la chaussée d'Antin. En même temps, il faisait désinfecter et assainir tout le réseau."
lesmis_1798,"Dès la deuxième année, Bruneseau s'était adjoint son gendre Nargaud."
lesmis_1799,C'est ainsi qu'au commencement de ce siècle la vieille société cura son double-fond et fit la toilette de son égout.
lesmis_1800,"Ce fut toujours cela de nettoyé. Tortueux, crevassé, dépavé, craquelé, coupé de fondrières,"
lesmis_1801,"cahoté par des coudes bizarres, montant et descendant sans logique, fétide, sauvage, farouche,"
lesmis_1802,"submergé d'obscurité, avec des cicatrices sur ses dalles et des balafres sur ses murs,"
lesmis_1803,"épouvantable, tel était, vu rétrospectivement, l'antique égout de Paris."
lesmis_1804,"Ramifications en tous sens, croisements de tranchées, branchements, pattes d'oie, étoiles comme dans les sapes,"
lesmis_1805,"cæcums, culs-de-sac, voûtes salpêtrées, puisards infects,"
lesmis_1806,"suintements dartreux sur les parois, gouttes tombant des plafonds, ténèbres;"
lesmis_1807,"rien n'égalait l'horreur de cette vieille crypte exutoire, appareil digestif de Babylone, antre, fosse, gouffre percé de rues,"
lesmis_1808,"taupinière titanique où l'esprit croit voir rôder à travers l'ombre, dans de l'ordure qui a été de la splendeur,"
lesmis_1809,"cette énorme taupe aveugle, le passé. Ceci, nous le répétons, c'était l'égout d'autrefois."
lesmis_1810,Livre deuxième--L'intestin de Léviathan Chapitre V Progrès actuel
lesmis_1811,"Aujourd'hui l'égout est propre, froid, droit, correct."
lesmis_1812,Il réalise presque l'idéal de ce qu'on entend en Angleterre par le mot «respectable». Il est convenable et grisâtre;
lesmis_1813,tiré au cordeau; on pourrait presque dire à quatre épingles. Il ressemble à un fournisseur devenu conseiller d'État.
lesmis_1814,On y voit presque clair. La fange s'y comporte décemment.
lesmis_1815,"Au premier abord, on le prendrait volontiers pour un de ces corridors souterrains si communs jadis et si utiles aux fuites de monarques et de princes,"
lesmis_1816,dans cet ancien bon temps «où le peuple aimait ses rois». L'égout actuel est un bel égout; le style pur y règne;
lesmis_1817,"le classique alexandrin rectiligne qui, chassé de la poésie, paraît s'être réfugié dans l'architecture, semble mêlé à toutes les pierres de cette longue voûte ténébreuse et blanchâtre;"
lesmis_1818,"chaque dégorgeoir est une arcade; la rue de Rivoli fait école jusque dans le cloaque. Au reste,"
lesmis_1819,"si la ligne géométrique est quelque part à sa place, c'est à coup sûr dans la tranchée stercoraire d'une grande ville."
lesmis_1820,"Là, tout doit être subordonné au chemin le plus court. L'égout a pris aujourd'hui un certain aspect officiel."
lesmis_1821,Les rapports mêmes de police dont il est quelquefois l'objet ne lui manquent plus de respect.
lesmis_1822,"Les mots qui le caractérisent dans le langage administratif sont relevés et dignes. Ce qu'on appelait boyau, on l'appelle galerie;"
lesmis_1823,"ce qu'on appelait trou, on l'appelle regard. Villon ne reconnaîtrait plus son antique logis en-cas."
lesmis_1824,"Ce réseau de caves a bien toujours son immémoriale population de rongeurs, plus pullulante que jamais; de temps en temps, un rat,"
lesmis_1825,"vieille moustache, risque sa tête à la fenêtre de l'égout et examine les Parisiens; mais cette vermine elle-même s'apprivoise,"
lesmis_1826,"satisfaite qu'elle est de son palais souterrain. Le cloaque n'a plus rien de sa férocité primitive. La pluie,"
lesmis_1827,"qui salissait l'égout d'autrefois, lave l'égout d'à présent. Ne vous y fiez pas trop pourtant. Les miasmes l'habitent encore."
lesmis_1828,Il est plutôt hypocrite qu'irréprochable. La préfecture de police et la commission de salubrité ont eu beau faire.
lesmis_1829,"En dépit de tous les procédés d'assainissement, il exhale une vague odeur suspecte, comme Tartuffe après la confession."
lesmis_1830,"Convenons-en, comme, à tout prendre,"
lesmis_1831,"le balayage est un hommage que l'égout rend à la civilisation, et comme, à ce point de vue, la conscience de Tartuffe est un progrès sur l'étable d'Augias,"
lesmis_1832,il est certain que l'égout de Paris s'est amélioré. C'est plus qu'un progrès; c'est une transmutation.
lesmis_1833,"Entre l'égout ancien et l'égout actuel, il y a une révolution. Qui a fait cette révolution?"
lesmis_1834,"L'homme que tout le monde oublie et que nous avons nommé, Bruneseau."
lesmis_1835,Livre deuxième--L'intestin de Léviathan
lesmis_1836,Chapitre VI Progrès futur
lesmis_1837,Le creusement de l'égout de Paris n'a pas été une petite besogne.
lesmis_1838,"Les dix derniers siècles y ont travaillé sans le pouvoir terminer, pas plus qu'ils n'ont pu finir Paris."
lesmis_1839,"L'égout, en effet, reçoit tous les contre-coups de la croissance de Paris."
lesmis_1840,"C'est, dans la terre, une sorte de polype ténébreux aux mille antennes qui grandit dessous en même temps que la ville dessus."
lesmis_1841,"Chaque fois que la ville perce une rue, l'égout allonge un bras. La vieille monarchie n'avait construit que vingt-trois mille trois cents mètres d'égouts;"
lesmis_1842,"c'est là que Paris en était le 1er janvier 1806. À partir de cette époque,"
lesmis_1843,"dont nous reparlerons tout à l'heure, l'oeuvre a été utilement et énergiquement reprise et continuée;"
lesmis_1844,"Napoléon a bâti, ces chiffres sont curieux, quatre mille huit cent quatre mètres;"
lesmis_1845,"Louis XVIII, cinq mille sept cent neuf; Charles X, dix mille huit cent trente-six;"
lesmis_1846,"Louis-Philippe, quatre-vingt-neuf mille vingt; la République de 1848, vingt-trois mille trois cent quatre-vingt-un;"
lesmis_1847,"le régime actuel, soixante-dix mille cinq cents; en tout, à l'heure qu'il est,"
lesmis_1848,"deux cent vingt-six mille six cent dix mètres, soixante lieues d'égout; entrailles énormes de Paris."
lesmis_1849,"Ramification obscure, toujours en travail; construction ignorée et immense."
lesmis_1850,"Comme on le voit, le dédale souterrain de Paris est aujourd'hui plus que décuple de ce qu'il était au commencement du siècle."
lesmis_1851,On se figure malaisément tout ce qu'il a fallu de persévérance et d'efforts pour amener ce cloaque au point de perfection relative où il est maintenant.
lesmis_1852,"C'était à grand'peine que la vieille prévôté monarchique et,"
lesmis_1853,"dans les dix dernières années du dix-huitième siècle, la mairie révolutionnaire étaient parvenues à forer les cinq lieues d'égouts qui existaient avant 1806."
lesmis_1854,"Tous les genres d'obstacles entravaient cette opération,"
lesmis_1855,"les uns propres à la nature du sol, les autres inhérents aux préjugés mêmes de la population laborieuse de Paris."
lesmis_1856,"Paris est bâti sur un gisement étrangement rebelle à la pioche, à la houe, à la sonde, au maniement humain."
lesmis_1857,Rien de plus difficile à percer et à pénétrer que cette formation géologique à laquelle se superpose la merveilleuse formation historique nommée Paris;
lesmis_1858,"dès que, sous une forme quelconque, le travail s'engage et s'aventure dans cette nappe d'alluvions, les résistances souterraines abondent."
lesmis_1859,"Ce sont des argiles liquides, des sources vives, des roches dures, de ces vases molles et profondes que la science spéciale appelle moutardes."
lesmis_1860,Le pic avance laborieusement dans des lames calcaires alternées de filets de glaises très minces et de couches schisteuses aux feuillets incrustés d'écailles d'huîtres contemporaines des océans préadamites.
lesmis_1861,Parfois un ruisseau crève brusquement une voûte commencée et inonde les travailleurs;
lesmis_1862,"ou c'est une coulée de marne qui se fait jour et se rue avec la furie d'une cataracte, brisant comme verre les plus grosses poutres de soutènement."
lesmis_1863,"Tout récemment, à la Villette,"
lesmis_1864,"quand il a fallu, sans interrompre la navigation et sans vider le canal, faire passer l'égout collecteur sous le canal Saint-Martin, une fissure s'est faite dans la cuvette du canal,"
lesmis_1865,"l'eau a abondé subitement dans le chantier souterrain, au delà de toute la puissance des pompes d'épuisement;"
lesmis_1866,"il a fallu faire chercher par un plongeur la fissure qui était dans le goulet du grand bassin, et on ne l'a point bouchée sans peine."
lesmis_1867,"Ailleurs, près de la Seine, et même assez loin du fleuve, comme par exemple à Belleville,"
lesmis_1868,"Grande-Rue et passage Lumière, on rencontre des sables sans fond où l'on s'enlise et où un homme peut fondre à vue d'oeil."
lesmis_1869,"Ajoutez l'asphyxie par les miasmes, l'ensevelissement par les éboulements, les effondrements subits."
lesmis_1870,"Ajoutez le typhus, dont les travailleurs s'imprègnent lentement."
lesmis_1871,"De nos jours, après avoir creusé la galerie de Clichy, avec banquette pour recevoir une conduite maîtresse d'eau de l'Ourcq,"
lesmis_1872,"travail exécuté en tranchée, à dix mètres de profondeur;"
lesmis_1873,"après avoir, à travers les éboulements, à l'aide des fouilles, souvent putrides, et des étrésillonnements, voûté la Bièvre du boulevard de l'Hôpital jusqu'à la Seine;"
lesmis_1874,"après avoir, pour délivrer Paris des eaux torrentielles de Montmartre et pour donner écoulement à cette mare fluviale de neuf hectares qui croupissait près de la barrière des Martyrs;"
lesmis_1875,"après avoir, disons-nous, construit la ligne d'égouts de la barrière Blanche au chemin d'Aubervilliers,"
lesmis_1876,"en quatre mois, jour et nuit, à une profondeur de onze mètres;"
lesmis_1877,"après avoir, chose qu'on n'avait pas vue encore, exécuté souterrainement un égout rue Barre-du-Bec,"
lesmis_1878,"sans tranchée, à six mètres au-dessous du sol, le conducteur Monnot est mort."
lesmis_1879,"Après avoir voûté trois mille mètres d'égouts sur tous les points de la ville,"
lesmis_1880,"de la rue Traversière-Saint-Antoine à la rue de Lourcine, après avoir, par le branchement de l'Arbalète, déchargé des inondations pluviales le carrefour Censier-Mouffetard, après avoir bâti l'égout Saint-Georges sur enrochement et béton dans des sables fluides, après avoir dirigé le redoutable abaissement de radier du branchement Notre-Dame-de-Nazareth,"
lesmis_1881,"l'ingénieur Duleau est mort. Il n'y a pas de bulletin pour ces actes de bravoure-là, plus utiles pourtant que la tuerie bête des champs de bataille."
lesmis_1882,"Les égouts de Paris, en 1832, étaient loin d'être ce qu'ils sont aujourd'hui. Bruneseau avait donné le branle,"
lesmis_1883,mais il fallait le choléra pour déterminer la vaste reconstruction qui a eu lieu depuis.
lesmis_1884,"Il est surprenant de dire, par exemple, qu'en 1821, une partie de l'égout de ceinture, dit Grand Canal, comme à Venise, croupissait encore à ciel ouvert,"
lesmis_1885,rue des Gourdes.
lesmis_1886,Ce n'est qu'en 1823 que la ville de Paris a trouvé dans son gousset les deux cent soixante-six mille quatre-vingts francs six centimes nécessaires à la couverture de cette turpitude.
lesmis_1887,"Les trois puits absorbants du Combat, de la Cunette et de Saint-Mandé, avec leurs dégorgeoirs, leurs appareils, leurs puisards et leurs branchements dépuratoires, ne datent que de 1836."
lesmis_1888,"La voirie intestinale de Paris a été refaite à neuf et, comme nous l'avons dit, plus que décuplée depuis un quart de siècle."
lesmis_1889,"Il y a trente ans, à l'époque de l'insurrection des 5 et 6 juin, c'était encore, dans beaucoup d'endroits, presque l'ancien égout."
lesmis_1890,"Un très grand nombre de rues, aujourd'hui bombées, étaient alors des chaussées fendues."
lesmis_1891,"On voyait très souvent, au point déclive où les versants d'une rue ou d'un carrefour aboutissaient,"
lesmis_1892,"de larges grilles carrées à gros barreaux dont le fer luisait fourbu par les pas de la foule, dangereuses et glissantes aux voitures et faisant abattre les chevaux."
lesmis_1893,La langue officielle des ponts et chaussées donnait à ces points déclives et à ces grilles le nom expressif de _cassis_.
lesmis_1894,"En 1832, dans une foule de rues, rue de l'Étoile, rue Saint-Louis, rue du Temple, rue Vieille-du-Temple, rue Notre-Dame-de-Nazareth, rue Folie-Méricourt,"
lesmis_1895,"quai aux Fleurs, rue du Petit-Musc, rue de Normandie, rue Pont-aux-Biches, rue des Marais, faubourg Saint-Martin, rue Notre-Dame-des-Victoires, faubourg Montmartre, rue Grange-Batelière,"
lesmis_1896,"aux Champs-Élysées, rue Jacob, rue de Tournon, le vieux cloaque gothique montrait encore cyniquement ses gueules."
lesmis_1897,"C'étaient d'énormes hiatus de pierre à cagnards, quelquefois entourés de bornes, avec une effronterie monumentale."
lesmis_1898,"Paris, en 1806, en était encore presque au chiffre d'égouts constaté en mai 1663: cinq mille trois cent vingt-huit toises."
lesmis_1899,"Après Bruneseau, le 1er janvier 1832 il en avait quarante mille trois cents mètres."
lesmis_1900,"De 1806 à 1831, on avait bâti annuellement, en moyenne, sept cent cinquante mètres;"
lesmis_1901,"depuis on a construit tous les ans huit et même dix mille mètres de galeries,"
lesmis_1902,"en maçonnerie de petits matériaux à bain de chaux hydraulique sur fondation de béton. À deux cents francs le mètre,"
lesmis_1903,les soixante lieues d'égouts du Paris actuel représentent quarante-huit millions.
lesmis_1904,"Outre le progrès économique que nous avons indiqué en commençant, de graves problèmes d'hygiène publique se rattachent à cette immense question: l'égout de Paris."
lesmis_1905,"Paris est entre deux nappes, une nappe d'eau et une nappe d'air. La nappe d'eau, gisante à une assez grande profondeur souterraine,"
lesmis_1906,"mais déjà tâtée par deux forages, est fournie par la couche de grès vert située entre la craie et le calcaire jurassique;"
lesmis_1907,cette couche peut être représentée par un disque de vingt-cinq lieues de rayon; une foule de rivières et de ruisseaux y suintent;
lesmis_1908,"on boit la Seine, la Marne, l'Yonne, l'Oise, l'Aisne, le Cher, la Vienne et la Loire dans un verre d'eau du puits de Grenelle."
lesmis_1909,"La nappe d'eau est salubre, elle vient du ciel d'abord, de la terre ensuite; la nappe d'air est malsaine, elle vient de l'égout."
lesmis_1910,"Tous les miasmes du cloaque se mêlent à la respiration de la ville; de là cette mauvaise haleine. L'air pris au-dessus d'un fumier,"
lesmis_1911,"ceci a été scientifiquement établi, est plus pur que l'air pris au-dessus de Paris. Dans un temps donné, le progrès aidant, les mécanismes se perfectionnant, et la clarté se faisant,"
lesmis_1912,"Dans un temps donné, le progrès aidant, les mécanismes se perfectionnant, et la clarté se faisant,"
lesmis_1913,on emploiera la nappe d'eau à purifier la nappe d'air. C'est-à-dire à laver l'égout.
lesmis_1914,"On sait que par lavage de l'égout, nous entendons restitution de la fange à la terre; renvoi du fumier au sol et de l'engrais aux champs."
lesmis_1915,"Il y aura, par ce simple fait, pour toute la communauté sociale, diminution de misère et augmentation de santé."
lesmis_1916,"À l'heure où nous sommes, le rayonnement des maladies de Paris va à cinquante lieues autour du Louvre,"
lesmis_1917,"pris comme moyeu de cette route pestilentielle. On pourrait dire que, depuis dix siècles, le cloaque est la maladie de Paris."
lesmis_1918,L'égout est le vice que la ville a dans le sang. L'instinct populaire ne s'y est jamais trompé.
lesmis_1919,"Le métier d'égoutier était autrefois presque aussi périlleux, et presque aussi répugnant au peuple, que le métier d'équarrisseur si longtemps frappé d'horreur et abandonné au bourreau."
lesmis_1920,Il fallait une haute paye pour décider un maçon à disparaître dans cette sape fétide; l'échelle du puisatier hésitait à s'y plonger;
lesmis_1921,"on disait proverbialement: _descendre dans l'égout, c'est entrer dans la fosse_;"
lesmis_1922,"et toutes sortes de légendes hideuses, nous l'avons dit, couvraient d'épouvante ce colossal évier;"
lesmis_1923,"sentine redoutée qui a la trace des révolutions du globe comme des révolutions des hommes, et où l'on trouve des vestiges de tous les cataclysmes depuis le coquillage du déluge jusqu'au haillon de Marat."
lesmis_1924,"Livre troisième--La boue, mais l'âme Chapitre I Le cloaque et ses surprises"
lesmis_1925,"C'est dans l'égout de Paris que se trouvait Jean Valjean. Ressemblance de plus de Paris avec la mer. Comme dans l'océan,"
lesmis_1926,"le plongeur peut y disparaître. La transition était inouïe. Au milieu même de la ville,"
lesmis_1927,"Jean Valjean était sorti de la ville; et, en un clin d'oeil, le temps de lever un couvercle et de le refermer,"
lesmis_1928,"il avait passé du plein jour à l'obscurité complète, de midi à minuit, du fracas au"
lesmis_1929,"du tourbillon des tonnerres à la stagnation de la tombe, et, par une péripétie bien plus prodigieuse encore que celle de la rue Polonceau,"
lesmis_1930,du plus extrême péril à la sécurité la plus absolue. Chute brusque dans une cave; disparition dans l'oubliette de Paris;
lesmis_1931,quitter cette rue où la mort était partout pour cette espèce de sépulcre où il y avait la vie; ce fut un instant étrange.
lesmis_1932,"Il resta quelques secondes comme étourdi; écoutant, stupéfait. La chausse-trape du salut s'était subitement ouverte sous lui."
lesmis_1933,La bonté céleste l'avait en quelque sorte pris par trahison. Adorables embuscades de la providence!
lesmis_1934,"Seulement le blessé ne remuait point, et Jean Valjean ne savait pas si ce qu'il emportait dans cette fosse était un vivant ou un mort."
lesmis_1935,Sa première sensation fut l'aveuglement. Brusquement il ne vit plus rien. Il lui sembla aussi qu'en une minute il était devenu sourd.
lesmis_1936,"Il n'entendait plus rien. Le frénétique orage de meurtre qui se déchaînait à quelques pieds au-dessus de lui n'arrivait jusqu'à lui,"
lesmis_1937,"nous l'avons dit, grâce à l'épaisseur de terre qui l'en séparait, qu'éteint et indistinct, et comme une rumeur dans une profondeur."
lesmis_1938,Il sentait que c'était solide sous ses pieds; voilà tout; mais cela suffisait.
lesmis_1939,"Il étendit un bras, puis l'autre, et toucha le mur des deux côtés, et reconnut que le couloir était étroit;"
lesmis_1940,"il glissa, et reconnut que la dalle était mouillée. Il avança un pied avec précaution, craignant un trou, un puisard,"
lesmis_1941,quelque gouffre; il constata que le dallage se prolongeait. Une bouffée de fétidité l'avertit du lieu où il était.
lesmis_1942,"Au bout de quelques instants, il n'était plus aveugle."
lesmis_1943,"Un peu de lumière tombait du soupirail par où il s'était glissé, et son regard s'était fait à cette cave. Il commença à distinguer quelque chose."
lesmis_1944,"Le couloir où il s'était terré, nul autre mot n'exprime mieux la situation, était muré derrière lui."
lesmis_1945,"C'était un de ces culs-de-sac que la langue spéciale appelle branchements. Devant lui, il y avait un autre mur, un mur de nuit."
lesmis_1946,"La clarté du soupirail expirait à dix ou douze pas du point où était Jean Valjean,"
lesmis_1947,et faisait à peine une blancheur blafarde sur quelques mètres de la paroi humide de l'égout. Au delà l'opacité était massive;
lesmis_1948,"y pénétrer paraissait horrible, et l'entrée y semblait un engloutissement. On pouvait s'enfoncer pourtant dans cette muraille de brume, et il le fallait."
lesmis_1949,Il fallait même se hâter.
lesmis_1950,"Jean Valjean songea que cette grille, aperçue par lui sous les pavés, pouvait l'être par les soldats, et que tout tenait à ce hasard."
lesmis_1951,Ils pouvaient descendre eux aussi dans ce puits et le fouiller. Il n'y avait pas une minute à perdre.
lesmis_1952,"Il avait déposé Marius sur le sol, il le ramassa, ceci est encore le mot vrai, le reprit sur ses épaules et se mit en marche."
lesmis_1953,Il entra résolument dans cette obscurité. La réalité est qu'ils étaient moins sauvés que Jean Valjean ne le croyait.
lesmis_1954,"Des périls d'un autre genre et non moins grands les attendaient peut-être. Après le tourbillon fulgurant du combat, la caverne des miasmes et des pièges;"
lesmis_1955,"après le chaos, le cloaque. Jean Valjean était tombé d'un cercle de l'enfer dans l'autre."
lesmis_1956,"Quand il eut fait cinquante pas, il fallut s'arrêter. Une question se présenta."
lesmis_1957,Le couloir aboutissait à un autre boyau qu'il rencontrait transversalement. Là s'offraient deux voies. Laquelle prendre?
lesmis_1958,"fallait-il tourner à gauche ou à droite? Comment s'orienter dans ce labyrinthe noir? Ce labyrinthe, nous l'avons fait remarquer, a un fil;"
lesmis_1959,"c'est sa pente. Suivre la pente, c'est aller à la rivière. Jean Valjean le comprit sur-le-champ."
lesmis_1960,"Il se dit qu'il était probablement dans l'égout des Halles; que, s'il choisissait la gauche et suivait la pente,"
lesmis_1961,"il arriverait avant un quart d'heure à quelque embouchure sur la Seine entre le Pont-au-Change et le Pont-Neuf,"
lesmis_1962,c'est-à-dire à une apparition en plein jour sur le point le plus peuplé de Paris. Peut-être aboutirait-il à quelque cagnard de carrefour.
lesmis_1963,"Stupeur des passants de voir deux hommes sanglants sortir de terre sous leurs pieds. Survenue des sergents de ville, prise d'armes du corps de garde voisin."
lesmis_1964,"On serait saisi avant d'être sorti. Il valait mieux s'enfoncer dans le dédale,"
lesmis_1965,"se fier à cette noirceur, et s'en remettre à la providence quant à l'issue. Il remonta la pente et prit à droite."
lesmis_1966,"Quand il eut tourné l'angle de la galerie, la lointaine lueur du soupirail disparut, le rideau d'obscurité retomba sur lui et il redevint aveugle."
lesmis_1967,"Il n'en avança pas moins, et aussi rapidement qu'il put. Les deux bras de Marius étaient passés autour de son cou et les pieds pendaient derrière lui."
lesmis_1968,"Il tenait les deux bras d'une main et tâtait le mur de l'autre. La joue de Marius touchait la sienne et s'y collait, étant sanglante."
lesmis_1969,Il sentait couler sur lui et pénétrer sous ses vêtements un ruisseau tiède qui venait de Marius.
lesmis_1970,"Cependant une chaleur humide à son oreille que touchait la bouche du blessé indiquait de la respiration, et par conséquent de la vie."
lesmis_1971,Le couloir où Jean Valjean cheminait maintenant était moins étroit que le premier. Jean Valjean y marchait assez péniblement.
lesmis_1972,"Les pluies de la veille n'étaient pas encore écoulées et faisaient un petit torrent au centre du radier,"
lesmis_1973,et il était forcé de se serrer contre le mur pour ne pas avoir les pieds dans l'eau. Il allait ainsi ténébreusement.
lesmis_1974,"Il ressemblait aux êtres de nuit tâtonnant dans l'invisible et souterrainement perdus dans les veines de l'ombre. Pourtant, peu à peu,"
lesmis_1975,"soit que des soupiraux lointains envoyassent un peu de lueur flottante dans cette brume opaque, soit que ses yeux s'accoutumassent à l'obscurité,"
lesmis_1976,"il lui revint quelque vision vague, et il recommença à se rendre confusément compte,"
lesmis_1977,"tantôt de la muraille à laquelle il touchait, tantôt de la voûte sous laquelle il passait. La pupille se dilate dans la nuit et finit par y trouver du jour,"
lesmis_1978,de même que l'âme se dilate dans le malheur et finit par y trouver Dieu. Se diriger était malaisé.
lesmis_1979,"Le tracé des égouts répercute, pour ainsi dire, le tracé des rues qui lui est superposé. Il y avait dans le Paris d'alors deux mille deux cents rues."
lesmis_1980,Qu'on se figure là-dessous cette forêt de branches ténébreuses qu'on nomme l'égout.
lesmis_1981,"Le système d'égouts existant à cette époque, mis bout à bout, eût donné une longueur de onze lieues."
lesmis_1982,"Nous avons dit plus haut que le réseau actuel, grâce à l'activité spéciale des trente dernières années, n'a pas moins de soixante lieues."
lesmis_1983,"Jean Valjean commença par se tromper. Il crut être sous la rue Saint-Denis, et il était fâcheux qu'il n'y fût pas."
lesmis_1984,"Il y a sous la rue Saint-Denis un vieil égout en pierre qui date de Louis XIII et qui va droit à l'égout collecteur dit Grand Égout, avec un seul coude, à droite,"
lesmis_1985,"à la hauteur de l'ancienne cour des Miracles, et un seul embranchement, l'égout Saint-Martin, dont les quatre bras se coupent en croix."
lesmis_1986,Mais le boyau de la Petite-Truanderie dont l'entrée était près du cabaret de Corinthe n'a jamais communiqué avec le souterrain de la rue Saint-Denis;
lesmis_1987,"il aboutit à l'égout Montmartre et c'est là que Jean Valjean était engagé. Là, les occasions de se perdre abondaient."
lesmis_1988,L'égout Montmartre est un des plus dédaléens du vieux réseau. Heureusement Jean Valjean avait laissé derrière lui l'égout des Halles dont le plan géométral figure une foule de mâts de perroquet enchevêtrés;
lesmis_1989,mais il avait devant lui plus d'une rencontre embarrassante et plus d'un coin de rue--car ce sont des rues--s'offrant dans l'obscurité comme un point d'interrogation:
